PeopleID3,ROG3,ROL3,ROL4,Language,LanguageDialect,LanguageRank,Speakers
17411,BG,bpy,0,Bishnupuriya,Bishnupuriya,S,340
17411,BG,ctg,0,Chittagonian,Chittagonian,S,4240
17411,BG,syl,0,Sylheti,Sylheti,S,1460
17411,BG,tpe,0,Tippera,Tippera,S,620
17417,BG,ben,0,Bengali,Bengali,P,13710
17417,BG,syl,0,Sylheti,Sylheti,S,150
17424,BG,ben,0,Bengali,Bengali,P,21440
17424,BG,ctg,0,Chittagonian,Chittagonian,S,60
17424,BG,syl,0,Sylheti,Sylheti,S,90
17424,BG,tpe,0,Tippera,Tippera,S,90
17428,BG,ben,0,Bengali,Bengali,P,31030
17428,BG,ctg,0,Chittagonian,Chittagonian,S,2210
17428,BG,syl,0,Sylheti,Sylheti,S,1720
17432,BG,ben,0,Bengali,Bengali,P,13540
17432,BG,ctg,0,Chittagonian,Chittagonian,S,90
17432,BG,syl,0,Sylheti,Sylheti,S,80
17434,BG,ben,0,Bengali,Bengali,S,5900
17434,BG,mkb,0,"Mal Paharia","Mal Paharia",P,24540
17434,BG,syl,0,Sylheti,Sylheti,S,1320
17460,BG,ben,0,Bengali,Bengali,P,2375
17460,BG,syl,0,Sylheti,Sylheti,S,10
17466,BG,ben,0,Bengali,Bengali,P,38130
17468,BG,ben,0,Bengali,Bengali,P,490
17477,BG,ben,0,Bengali,Bengali,P,530
17482,BG,ben,0,Bengali,Bengali,P,2600
17482,BG,lmn,0,Lambadi,Lambadi,S,440
17489,BG,ben,0,Bengali,Bengali,P,24380
17497,BG,ben,0,Bengali,Bengali,P,120
17513,BG,ben,0,Bengali,Bengali,P,12660
17513,BG,ctg,0,Chittagonian,Chittagonian,S,760
17513,BG,syl,0,Sylheti,Sylheti,S,550
17519,BG,ben,0,Bengali,Bengali,P,17770
17519,BG,ctg,0,Chittagonian,Chittagonian,S,680
17519,BG,syl,0,Sylheti,Sylheti,S,560
17520,BG,asm,0,Assamese,Assamese,S,390
17520,BG,ben,0,Bengali,Bengali,S,18140
17520,BG,bpy,0,Bishnupuriya,Bishnupuriya,S,480
17520,BG,syl,0,Sylheti,Sylheti,P,26990
17522,BG,ben,0,Bengali,Bengali,P,900
17522,BG,ctg,0,Chittagonian,Chittagonian,S,50
17522,BG,syl,0,Sylheti,Sylheti,S,40
17523,BG,ben,0,Bengali,Bengali,P,560
17523,BG,ctg,0,Chittagonian,Chittagonian,S,40
17523,BG,syl,0,Sylheti,Sylheti,S,40
17526,BG,ben,0,Bengali,Bengali,P,950
17559,BG,mjw,0,Karbi,Karbi,P,890
17561,BG,ben,0,Bengali,Bengali,P,24290
17561,BG,ctg,0,Chittagonian,Chittagonian,S,465
17561,BG,syl,0,Sylheti,Sylheti,S,110
17564,BG,ben,0,Bengali,Bengali,P,4930
17564,BG,syl,0,Sylheti,Sylheti,S,1750
17566,BG,ben,0,Bengali,Bengali,P,1663
17566,BG,ctg,0,Chittagonian,Chittagonian,S,215
17570,BG,ben,0,Bengali,Bengali,P,16300
17570,BG,syl,0,Sylheti,Sylheti,S,230
17571,BG,ben,0,Bengali,Bengali,P,4170
17573,BG,ben,0,Bengali,Bengali,P,4350
17573,BG,ctg,0,Chittagonian,Chittagonian,S,40
17573,BG,syl,0,Sylheti,Sylheti,S,60
17579,BG,ben,0,Bengali,Bengali,P,4020
17603,BG,ben,0,Bengali,Bengali,P,2990
17603,BG,ctg,0,Chittagonian,Chittagonian,S,100
17603,BG,syl,0,Sylheti,Sylheti,S,130
17609,BG,ben,0,Bengali,Bengali,P,15285
17609,BG,ctg,0,Chittagonian,Chittagonian,S,4690
17609,BG,syl,0,Sylheti,Sylheti,S,910
17614,BG,ben,0,Bengali,Bengali,P,3610
17614,BG,ctg,0,Chittagonian,Chittagonian,S,30
17614,BG,syl,0,Sylheti,Sylheti,S,50
17621,BG,ben,0,Bengali,Bengali,P,650
17624,BG,ben,0,Bengali,Bengali,P,14480
17624,BG,ctg,0,Chittagonian,Chittagonian,S,400
17624,BG,syl,0,Sylheti,Sylheti,S,410
17625,BG,ben,0,Bengali,Bengali,P,7480
17628,BG,ben,0,Bengali,Bengali,P,400
17629,BG,ben,0,Bengali,Bengali,P,11795
17629,BG,syl,0,Sylheti,Sylheti,S,70
17630,BG,ben,0,Bengali,Bengali,P,1500
17631,BG,ben,0,Bengali,Bengali,P,1705
17631,BG,ctg,0,Chittagonian,Chittagonian,S,490
17631,BG,syl,0,Sylheti,Sylheti,S,80
17633,BG,ben,0,Bengali,Bengali,P,91240
17633,BG,ctg,0,Chittagonian,Chittagonian,S,1200
17633,BG,syl,0,Sylheti,Sylheti,S,890
17639,BG,asm,0,Assamese,Assamese,S,470
17639,BG,ben,0,Bengali,Bengali,P,244120
17639,BG,ctg,0,Chittagonian,Chittagonian,S,1120
17639,BG,syl,0,Sylheti,Sylheti,S,4510
17639,BG,tpe,0,Tippera,Tippera,S,100
17659,BG,ben,0,Bengali,Bengali,P,630
17659,BG,ctg,0,Chittagonian,Chittagonian,S,50
17659,BG,syl,0,Sylheti,Sylheti,S,30
17660,BG,ben,0,Bengali,Bengali,P,5340
17660,BG,syl,0,Sylheti,Sylheti,S,30
17662,BG,ben,0,Bengali,Bengali,P,6900
17662,BG,ctg,0,Chittagonian,Chittagonian,S,150
17662,BG,syl,0,Sylheti,Sylheti,S,160
17667,BG,ben,0,Bengali,Bengali,P,13480
17667,BG,syl,0,Sylheti,Sylheti,S,1190
17668,BG,ben,0,Bengali,Bengali,P,4240
17668,BG,ctg,0,Chittagonian,Chittagonian,S,30
17668,BG,syl,0,Sylheti,Sylheti,S,30
17671,BG,ctg,0,Chittagonian,Chittagonian,S,1490
17671,BG,rmz,0,Marma,Marma,P,39290
17682,BG,ben,0,Bengali,Bengali,P,340
17686,BG,ben,0,Bengali,Bengali,P,5350
17686,BG,ctg,0,Chittagonian,Chittagonian,S,525
17686,BG,syl,0,Sylheti,Sylheti,S,380
17688,BG,ben,0,Bengali,Bengali,P,84190
17688,BG,ctg,0,Chittagonian,Chittagonian,S,900
17688,BG,syl,0,Sylheti,Sylheti,S,980
17689,BG,ben,0,Bengali,Bengali,P,510
17706,BG,ben,0,Bengali,Bengali,P,590
17709,BG,aml,0,War-Jaintia,War-Jaintia,P,1105
17709,BG,ben,0,Bengali,Bengali,S,55
17709,BG,ctg,0,Chittagonian,Chittagonian,S,110
17709,BG,syl,0,Sylheti,Sylheti,S,10
17711,BG,ben,0,Bengali,Bengali,P,8440
17711,BG,ctg,0,Chittagonian,Chittagonian,S,630
17741,BG,ben,0,Bengali,Bengali,P,14835
17741,BG,syl,0,Sylheti,Sylheti,S,900
17745,BG,ben,0,Bengali,Bengali,P,33090
17745,BG,syl,0,Sylheti,Sylheti,S,330
17752,BG,ben,0,Bengali,Bengali,P,100
17752,BG,urd,0,Urdu,Urdu,S,10
17753,BG,ben,0,Bengali,Bengali,P,930
17756,BG,asm,0,Assamese,Assamese,S,2110
17756,BG,ben,0,Bengali,Bengali,P,2786390
17756,BG,bpy,0,Bishnupuriya,Bishnupuriya,S,5070
17756,BG,ctg,0,Chittagonian,Chittagonian,S,12000
17756,BG,syl,0,Sylheti,Sylheti,S,125210
17756,BG,tpe,0,Tippera,Tippera,S,1590
17763,BG,ben,0,Bengali,Bengali,P,11200
17763,BG,ctg,0,Chittagonian,Chittagonian,S,1710
17763,BG,syl,0,Sylheti,Sylheti,S,20
17781,BG,ben,0,Bengali,Bengali,P,46500
17781,BG,ctg,0,Chittagonian,Chittagonian,S,1160
17781,BG,syl,0,Sylheti,Sylheti,S,830
17821,BG,ben,0,Bengali,Bengali,P,61535
17821,BG,ctg,0,Chittagonian,Chittagonian,S,220
17821,BG,syl,0,Sylheti,Sylheti,S,30
17840,BG,ben,0,Bengali,Bengali,S,880
17840,BG,ory,0,Odia,Odia,P,1720
17840,BG,syl,0,Sylheti,Sylheti,S,770
17850,BG,ben,0,Bengali,Bengali,S,480
17850,BG,syl,0,Sylheti,Sylheti,P,2240
17852,BG,ben,0,Bengali,Bengali,P,3970
17852,BG,ctg,0,Chittagonian,Chittagonian,S,350
17853,BG,ben,0,Bengali,Bengali,P,7740
17853,BG,syl,0,Sylheti,Sylheti,S,50
17856,BG,asm,0,Assamese,Assamese,S,810
17856,BG,ben,0,Bengali,Bengali,P,53620
17856,BG,bpy,0,Bishnupuriya,Bishnupuriya,S,1750
17856,BG,ctg,0,Chittagonian,Chittagonian,S,150
17856,BG,syl,0,Sylheti,Sylheti,S,47360
17856,BG,tpe,0,Tippera,Tippera,S,100
17868,BG,ben,0,Bengali,Bengali,P,505
17868,BG,ctg,0,Chittagonian,Chittagonian,S,100
17877,BG,ben,0,Bengali,Bengali,P,22900
17877,BG,ctg,0,Chittagonian,Chittagonian,S,1880
17877,BG,syl,0,Sylheti,Sylheti,S,1570
17877,BG,urd,0,Urdu,Urdu,S,240
17892,BG,ben,0,Bengali,Bengali,S,80
17892,BG,pbv,0,Pnar,Pnar,P,4110
17892,BG,syl,0,Sylheti,Sylheti,S,640
17896,BG,ben,0,Bengali,Bengali,P,9650
17912,BG,ben,0,Bengali,Bengali,P,9820
17919,BG,ben,0,Bengali,Bengali,P,11860
17919,BG,ctg,0,Chittagonian,Chittagonian,S,200
17919,BG,syl,0,Sylheti,Sylheti,S,530
17919,BG,urd,0,Urdu,Urdu,S,840
17925,BG,ben,0,Bengali,Bengali,P,555
17925,BG,mar,4224,Marathi,"Marathi: Rai",S,250
17925,BG,syl,0,Sylheti,Sylheti,S,95
17928,BG,ben,0,Bengali,Bengali,P,26850
17928,BG,syl,0,Sylheti,Sylheti,S,10
17930,BG,ben,0,Bengali,Bengali,P,1770
17930,BG,syl,0,Sylheti,Sylheti,S,10
17934,BG,ben,0,Bengali,Bengali,P,8510
17934,BG,ctg,0,Chittagonian,Chittagonian,S,20
17945,BG,ben,0,Bengali,Bengali,P,910
17949,BG,ben,0,Bengali,Bengali,S,50
17949,BG,sdr,0,"Sadri, Oraon","Sadri, Oraon",P,410
17949,BG,syl,0,Sylheti,Sylheti,S,80
17966,BG,ctg,0,Chittagonian,Chittagonian,S,230
17966,BG,ria,0,Riang,Riang,P,1260
17966,BG,tpe,0,Tippera,Tippera,S,290
17972,BG,ben,0,Bengali,Bengali,P,1870
17972,BG,ctg,0,Chittagonian,Chittagonian,S,30
17972,BG,syl,0,Sylheti,Sylheti,S,50
17997,BG,ben,0,Bengali,Bengali,P,2573
17997,BG,ctg,0,Chittagonian,Chittagonian,S,1240
18018,BG,ben,0,Bengali,Bengali,P,12190
18018,BG,syl,0,Sylheti,Sylheti,S,100
18023,BG,ben,0,Bengali,Bengali,S,20
18023,BG,srb,0,Sora,Sora,P,863
18023,BG,syl,0,Sylheti,Sylheti,S,195
18029,BG,ben,0,Bengali,Bengali,P,40060
18029,BG,ctg,0,Chittagonian,Chittagonian,S,4140
18029,BG,syl,0,Sylheti,Sylheti,S,2710
18030,BG,ben,0,Bengali,Bengali,P,700
18035,BG,ben,0,Bengali,Bengali,S,90
18035,BG,npi,0,Nepali,Nepali,P,564
18044,BG,ben,0,Bengali,Bengali,S,730
18044,BG,syl,0,Sylheti,Sylheti,P,3670
18045,BG,ben,0,Bengali,Bengali,P,916480
18045,BG,ctg,0,Chittagonian,Chittagonian,S,76940
18045,BG,prs,0,Dari,Dari,S,850
18045,BG,syl,0,Sylheti,Sylheti,S,56780
18045,BG,tpe,0,Tippera,Tippera,S,120
18045,BG,urd,0,Urdu,Urdu,S,6840
18082,BG,ben,0,Bengali,Bengali,P,22800
18084,BG,ben,0,Bengali,Bengali,P,105490180
18084,BG,bho,0,Bhojpuri,Bhojpuri,S,1320
18084,BG,ctg,0,Chittagonian,Chittagonian,S,8226330
18084,BG,eng,0,English,English,S,700
18084,BG,pnb,0,"Punjabi, Western","Punjabi, Western",S,180
18084,BG,rwr,0,Marwari,Marwari,S,100
18084,BG,syl,0,Sylheti,Sylheti,S,7510100
18084,BG,tpe,0,Tippera,Tippera,S,4620
18084,BG,urd,0,Urdu,Urdu,S,53920
18102,BG,ben,0,Bengali,Bengali,P,1544
18102,BG,ctg,0,Chittagonian,Chittagonian,S,60
18102,BG,syl,0,Sylheti,Sylheti,S,140
18140,BG,snd,0,Sindhi,Sindhi,P,3780
18150,BG,ben,0,Bengali,Bengali,P,9160
18150,BG,ctg,0,Chittagonian,Chittagonian,S,1150
18159,BG,ben,0,Bengali,Bengali,S,345
18159,BG,pnb,0,"Punjabi, Western","Punjabi, Western",P,870
18177,BG,ben,0,Bengali,Bengali,S,520
18177,BG,pnb,0,"Punjabi, Western","Punjabi, Western",P,930
18190,BG,ben,0,Bengali,Bengali,P,547730
18190,BG,bpy,0,Bishnupuriya,Bishnupuriya,S,880
18190,BG,ctg,0,Chittagonian,Chittagonian,S,17710
18190,BG,syl,0,Sylheti,Sylheti,S,1750
18190,BG,tpe,0,Tippera,Tippera,S,840
18194,BG,asm,0,Assamese,Assamese,S,230
18194,BG,ben,0,Bengali,Bengali,P,169570
18194,BG,bpy,0,Bishnupuriya,Bishnupuriya,S,570
18194,BG,ctg,0,Chittagonian,Chittagonian,S,3120
18194,BG,syl,0,Sylheti,Sylheti,S,11640
18194,BG,tpe,0,Tippera,Tippera,S,330
18210,BG,ben,0,Bengali,Bengali,P,199080
18210,BG,ctg,0,Chittagonian,Chittagonian,S,7930
18210,BG,syl,0,Sylheti,Sylheti,S,280
18210,BG,tpe,0,Tippera,Tippera,S,130
18212,BG,npi,0,Nepali,Nepali,S,123
18212,BG,taj,0,"Tamang, Eastern","Tamang, Eastern",P,588
18217,BG,ben,0,Bengali,Bengali,P,82250
18217,BG,ctg,0,Chittagonian,Chittagonian,S,2700
18217,BG,syl,0,Sylheti,Sylheti,S,220
18218,BG,ben,0,Bengali,Bengali,P,3750
18229,BG,asm,0,Assamese,Assamese,S,280
18229,BG,ben,0,Bengali,Bengali,P,109000
18229,BG,bpy,0,Bishnupuriya,Bishnupuriya,S,770
18229,BG,ctg,0,Chittagonian,Chittagonian,S,1370
18229,BG,syl,0,Sylheti,Sylheti,S,19950
18229,BG,tpe,0,Tippera,Tippera,S,110
18252,BG,ben,0,Bengali,Bengali,P,53969
18252,BG,syl,0,Sylheti,Sylheti,S,150
18254,BG,ben,0,Bengali,Bengali,P,74840
18254,BG,bpy,0,Bishnupuriya,Bishnupuriya,S,220
18254,BG,ctg,0,Chittagonian,Chittagonian,S,60
18254,BG,syl,0,Sylheti,Sylheti,S,110
18254,BG,tpe,0,Tippera,Tippera,S,100
18255,BG,ben,0,Bengali,Bengali,P,300
18272,BG,ben,0,Bengali,Bengali,P,1949
18272,BG,syl,0,Sylheti,Sylheti,S,20
18273,BG,ben,0,Bengali,Bengali,P,14460
18273,BG,ctg,0,Chittagonian,Chittagonian,S,1220
18273,BG,syl,0,Sylheti,Sylheti,S,300
18278,BG,ben,0,Bengali,Bengali,S,190
18278,BG,ctg,0,Chittagonian,Chittagonian,S,3880
18278,BG,tpe,0,Tippera,Tippera,P,5190
18777,BG,ben,0,Bengali,Bengali,S,915
18777,BG,pnb,0,"Punjabi, Western","Punjabi, Western",P,16920
18777,BG,syl,0,Sylheti,Sylheti,S,10
18786,BG,asm,0,Assamese,Assamese,S,610
18786,BG,ben,0,Bengali,Bengali,P,74760
18786,BG,bpy,0,Bishnupuriya,Bishnupuriya,S,750
18786,BG,ctg,0,Chittagonian,Chittagonian,S,3480
18786,BG,syl,0,Sylheti,Sylheti,S,39530
18786,BG,tpe,0,Tippera,Tippera,S,180
19007,BG,ins,0,"Indian Sign Language","Indian Sign Language",S,
19007,BG,wbs,0,"West Bengal Sign Language","West Bengal Sign Language",P,
19065,BG,ben,0,Bengali,Bengali,S,190
19065,BG,kxv,0,Kuvi,Kuvi,P,3490
19065,BG,syl,0,Sylheti,Sylheti,S,900
19069,BG,ben,0,Bengali,Bengali,P,7960
19069,BG,ctg,0,Chittagonian,Chittagonian,S,210
19477,BG,ben,0,Bengali,Bengali,P,2150
19483,BG,ben,0,Bengali,Bengali,P,3990
19483,BG,syl,0,Sylheti,Sylheti,S,150
19654,BG,ben,0,Bengali,Bengali,S,196040
19654,BG,bho,0,Bhojpuri,Bhojpuri,S,720
19654,BG,syl,0,Sylheti,Sylheti,S,410
19654,BG,urd,0,Urdu,Urdu,P,611600
19655,BG,ben,0,Bengali,Bengali,P,298150
19655,BG,bpy,0,Bishnupuriya,Bishnupuriya,S,800
19655,BG,ctg,0,Chittagonian,Chittagonian,S,20830
19655,BG,syl,0,Sylheti,Sylheti,S,19650
19655,BG,tpe,0,Tippera,Tippera,S,170
19655,BG,urd,0,Urdu,Urdu,S,2450
19688,BG,ben,0,Bengali,Bengali,P,2030
19688,BG,snd,0,Sindhi,Sindhi,S,70
19691,BG,ben,0,Bengali,Bengali,P,1400
19698,BG,ben,0,Bengali,Bengali,P,7070
19705,BG,ben,0,Bengali,Bengali,P,3450
19705,BG,hin,0,Hindi,Hindi,S,460
19721,BG,ben,0,Bengali,Bengali,P,390
19721,BG,bho,0,Bhojpuri,Bhojpuri,S,250
19724,BG,ben,0,Bengali,Bengali,P,4690
19924,BG,ben,0,Bengali,Bengali,P,640
19943,BG,ben,0,Bengali,Bengali,P,18690
19943,BG,ctg,0,Chittagonian,Chittagonian,S,290
19943,BG,syl,0,Sylheti,Sylheti,S,2660
19949,BG,ben,0,Bengali,Bengali,P,1480
19949,BG,ctg,0,Chittagonian,Chittagonian,S,30
19949,BG,syl,0,Sylheti,Sylheti,S,330
19951,BG,ben,0,Bengali,Bengali,P,5250
19951,BG,ctg,0,Chittagonian,Chittagonian,S,40
19951,BG,syl,0,Sylheti,Sylheti,S,670
19960,BG,ben,0,Bengali,Bengali,P,3360
19960,BG,mai,0,Maithili,Maithili,S,3050
19972,BG,ben,0,Bengali,Bengali,P,43010
19972,BG,ctg,0,Chittagonian,Chittagonian,S,230
19972,BG,syl,0,Sylheti,Sylheti,S,3130
19974,BG,ben,0,Bengali,Bengali,P,1930
19974,BG,ctg,0,Chittagonian,Chittagonian,S,30
19974,BG,syl,0,Sylheti,Sylheti,S,420
19977,BG,ben,0,Bengali,Bengali,P,4380
19977,BG,ctg,0,Chittagonian,Chittagonian,S,50
19977,BG,syl,0,Sylheti,Sylheti,S,700
19985,BG,ben,0,Bengali,Bengali,P,3540
19985,BG,ctg,0,Chittagonian,Chittagonian,S,20
19985,BG,syl,0,Sylheti,Sylheti,S,100
19986,BG,ben,0,Bengali,Bengali,P,5970
19986,BG,ctg,0,Chittagonian,Chittagonian,S,20
19986,BG,syl,0,Sylheti,Sylheti,S,100
19987,BG,ben,0,Bengali,Bengali,P,24555
19987,BG,ctg,0,Chittagonian,Chittagonian,S,65
19987,BG,syl,0,Sylheti,Sylheti,S,580
20018,BG,ben,0,Bengali,Bengali,S,41655
20018,BG,kdq,0,Koch,Koch,P,60615
20018,BG,syl,0,Sylheti,Sylheti,S,1520
20021,BG,bgr,0,"Chin, Bawm","Chin, Bawm",P,7810
20061,BG,cnh,0,"Chin, Hakha","Chin, Hakha",P,1650
20062,BG,cnk,0,"Chin, Khumi","Chin, Khumi",P,2470
20209,BG,bpy,0,Bishnupuriya,Bishnupuriya,P,12260
20345,BG,ben,0,Bengali,Bengali,P,2820
20445,BG,ben,0,Bengali,Bengali,P,3810
20445,BG,ctg,0,Chittagonian,Chittagonian,S,330
20445,BG,syl,0,Sylheti,Sylheti,S,310
20630,BG,rhg,0,Rohingya,Rohingya,P,75600
20672,BG,lus,0,Mizo,Mizo,P,1530
21122,BG,ben,0,Bengali,Bengali,P,720
21122,BG,ctg,0,Chittagonian,Chittagonian,S,300
21140,BG,ben,0,Bengali,Bengali,P,8970
21146,BG,asm,0,Assamese,Assamese,S,110
21146,BG,ben,0,Bengali,Bengali,P,204810
21146,BG,ctg,0,Chittagonian,Chittagonian,S,37770
21146,BG,syl,0,Sylheti,Sylheti,S,5570
21146,BG,tpe,0,Tippera,Tippera,S,50
21156,BG,ben,0,Bengali,Bengali,P,121850
21156,BG,bpy,0,Bishnupuriya,Bishnupuriya,S,300
21156,BG,ctg,0,Chittagonian,Chittagonian,S,27370
21156,BG,syl,0,Sylheti,Sylheti,S,14360
21156,BG,tpe,0,Tippera,Tippera,S,230
21206,BG,ben,0,Bengali,Bengali,P,1040
21207,BG,ben,0,Bengali,Bengali,P,1280
21207,BG,syl,0,Sylheti,Sylheti,S,160
21210,BG,ben,0,Bengali,Bengali,P,5980
21210,BG,syl,0,Sylheti,Sylheti,S,240
21212,BG,asm,0,Assamese,Assamese,S,40
21212,BG,ben,0,Bengali,Bengali,P,2499570
21212,BG,bpy,0,Bishnupuriya,Bishnupuriya,S,4310
21212,BG,ctg,0,Chittagonian,Chittagonian,S,7320
21212,BG,syl,0,Sylheti,Sylheti,S,104040
21212,BG,tpe,0,Tippera,Tippera,S,1340
21257,BG,ben,0,Bengali,Bengali,P,252090
21257,BG,bpy,0,Bishnupuriya,Bishnupuriya,S,600
21257,BG,ctg,0,Chittagonian,Chittagonian,S,15860
21257,BG,syl,0,Sylheti,Sylheti,S,1100
21257,BG,tpe,0,Tippera,Tippera,S,700
21259,BG,ben,0,Bengali,Bengali,P,1260
21301,BG,ben,0,Bengali,Bengali,P,120560
21301,BG,ctg,0,Chittagonian,Chittagonian,S,360
21301,BG,syl,0,Sylheti,Sylheti,S,1250
21301,BG,tpe,0,Tippera,Tippera,S,30
21315,BG,ben,0,Bengali,Bengali,P,1780
21315,BG,ctg,0,Chittagonian,Chittagonian,S,60
21315,BG,mtr,0,Mewari,Mewari,S,20
21343,BG,ben,0,Bengali,Bengali,P,930
21345,BG,ben,0,Bengali,Bengali,P,9440
21345,BG,ctg,0,Chittagonian,Chittagonian,S,190
21345,BG,syl,0,Sylheti,Sylheti,S,260
21346,BG,ben,0,Bengali,Bengali,P,960
21353,BG,ben,0,Bengali,Bengali,P,31980
21477,BG,ben,0,Bengali,Bengali,P,5190
21479,BG,ben,0,Bengali,Bengali,P,4070
21537,BG,ben,0,Bengali,Bengali,P,134560
21537,BG,ctg,0,Chittagonian,Chittagonian,S,4060
21537,BG,pst,0,"Pashto, Central","Pashto, Central",S,850
21537,BG,syl,0,Sylheti,Sylheti,S,6580
21537,BG,tpe,0,Tippera,Tippera,S,40
21537,BG,urd,0,Urdu,Urdu,S,4030
10779,BH,bzj,0,"Belize Kriol English","Belize Kriol English",P,
10779,BH,eng,0,English,English,S,
10891,BH,cab,0,Garifuna,Garifuna,P,16313
11140,BH,eng,0,English,English,P,2748
11963,BH,spa,0,Spanish,Spanish,P,3241
12347,BH,eng,0,English,English,P,3399
12608,BH,kek,31,Q'eqchi',"Q'eqchi': Kekchi",P,19004
13677,BH,pdt,0,Plautdietsch,Plautdietsch,P,12493
13694,BH,spa,0,Spanish,Spanish,P,196111
13803,BH,mop,0,"Maya, Mopan","Maya, Mopan",P,12314
16065,BH,spa,0,Spanish,Spanish,S,
16065,BH,yua,0,"Maya, Yucatec","Maya, Yucatec",P,
19007,BH,xxx,0,Unknown,"Language unknown",P,1910
19206,BH,cmn,0,"Chinese, Mandarin","Chinese, Mandarin",P,10128
19211,BH,hin,0,Hindi,Hindi,P,7565
10431,BK,rup,0,Aromanian,Aromanian,P,348916
10953,BK,bos,0,Bosnian,Bosnian,P,1600412
11437,BK,hrv,0,Croatian,Croatian,P,486350
11942,BK,ell,0,Greek,Greek,P,1675
12273,BK,ita,0,Italian,Italian,P,3747
13798,BK,srp,0,Serbian,Serbian,P,7893
14567,BK,rmy,3045,"Romani, Vlax","Romani, Vlax: Kalderash",P,
14864,BK,srp,0,Serbian,Serbian,P,979298
18274,BK,tur,17816,Turkish,"Turkish: Danubian",P,36632
19007,BK,xxx,0,Unknown,"Language unknown",P,17520
19207,BK,als,0,"Albanian, Tosk","Albanian, Tosk",P,3860
19244,BK,srp,0,Serbian,Serbian,P,459
10403,BL,aro,0,Araona,Araona,P,159
10523,BL,ayo,0,Ayoreo,Ayoreo,P,
10735,BL,brg,0,Baure,Baure,P,970
10917,BL,spa,0,Spanish,Spanish,P,7322031
11092,BL,spa,0,Spanish,Spanish,P,1534
11111,BL,cav,0,Cavinena,Cavinena,P,1667
11112,BL,spa,0,Spanish,Spanish,P,759
11136,BL,ryu,0,"Okinawan, Central","Okinawan, Central",P,2315
11140,BL,eng,0,English,English,P,521
11154,BL,ese,0,"Ese Ejja","Ese Ejja",P,725
11288,BL,cao,0,Chacobo,Chacobo,P,516
11350,BL,cap,0,Chipaya,Chipaya,P,2114
11353,BL,cax,0,Chiquitano,Chiquitano,P,
11354,BL,gui,10376,"Guarani, Eastern Bolivian","Guarani, Eastern Bolivian: Izoceno",P,124062
11871,BL,deu,0,"German, Standard","German, Standard",P,
11942,BL,ell,0,Greek,Greek,P,3657
11959,BL,gnw,0,"Guarani, Western Bolivian","Guarani, Western Bolivian",P,8676
11960,BL,gyr,0,Guarayu,Guarayu,P,11823
12191,BL,ign,0,Ignaciano,Ignaciano,P,1985
12285,BL,ito,0,Itonama,Itonama,S,
12285,BL,spa,0,Spanish,Spanish,P,
12322,BL,jpn,0,Japanese,Japanese,P,18906
13004,BL,por,0,Portuguese,Portuguese,P,10607
13478,BL,mpd,0,Machinere,Machinere,P,30
13677,BL,pdt,0,Plautdietsch,Plautdietsch,P,71661
13841,BL,mzp,0,Movima,Movima,P,12108
13961,BL,mtp,0,"Wichi Lhamtes Nocten","Wichi Lhamtes Nocten",P,2005
13978,BL,ayr,0,"Aymara, Central","Aymara, Central",S,
13978,BL,qul,0,"Quechua, North Bolivian","Quechua, North Bolivian",P,
14392,BL,mzh,0,"Wichi Lhamtes Guisnay","Wichi Lhamtes Guisnay",P,1410
14502,BL,quh,0,"Quechua, South Bolivian","Quechua, South Bolivian",P,1696868
14552,BL,rey,0,Reyesano,Reyesano,S,
14552,BL,spa,0,Spanish,Spanish,P,
14950,BL,srq,0,Siriono,Siriono,P,973
15080,BL,spa,0,Spanish,Spanish,P,511
15165,BL,tna,0,Tacana,Tacana,P,6755
15265,BL,tpj,17207,Nandeva,"Nandeva: Tapiete",P,41
15580,BL,trn,0,Trinitario,Trinitario,P,33135
15592,BL,cas,0,Tsimane,Tsimane,P,10124
15741,BL,eng,0,English,English,P,3159
15975,BL,yaa,0,Yaminahua,Yaminahua,P,102
16073,BL,yuq,0,Yuqui,Yuqui,P,187
16074,BL,yuz,0,Yuracare,Yuracare,P,3125
18757,BL,ayr,7,"Aymara, Central","Aymara, Central: Aymara",P,1051848
19007,BL,bvl,0,"Bolivian Sign Language","Bolivian Sign Language",P,84120
19024,BL,spa,0,Spanish,Spanish,P,126258
19206,BL,cmn,0,"Chinese, Mandarin","Chinese, Mandarin",P,
20735,BL,ite,0,Itene,Itene,P,64
20938,BL,lec,0,Leco,Leco,P,4159
20955,BL,ayr,0,"Aymara, Central","Aymara, Central",P,679
21065,BL,spa,0,Spanish,Spanish,P,252
10146,BM,acn,0,Achang,Achang,P,38338
10223,BM,ahk,0,Akha,Akha,P,217545
10353,BM,anl,0,"Chin, Anu-Hkongso","Chin, Anu-Hkongso",P,4975
10454,BM,csh,5149,"Chin, Asho","Chin, Asho: Thayetmyo",P,166988
10519,BM,nun,0,Anong,Anong,P,10517
10741,BM,bgr,0,"Chin, Bawm","Chin, Bawm",P,688
10790,BM,ben,7966,Bengali,"Bengali: Siripuria",P,278755
10892,BM,blk,334,Pa'o,"Pa'o: Southern",P,836413
10967,BM,kvl,0,Kayaw,Kayaw,P,24793
11029,BM,mya,0,Burmese,Burmese,P,31038460
11164,BM,eng,0,English,English,P,55200
11270,BM,kfy,0,Kumaoni,Kumaoni,S,
11270,BM,tcz,0,"Chin, Thado","Chin, Thado",P,
11277,BM,tha,0,Thai,Thai,P,42763
